mask_set,class,filename,corresponding_image,image_match,mask_match,foreground_pixels,foreground_percentage,duplicate_of_flat_mask,relationship,confidence,evidence
nested,No_oil,00128_segmentation.tif,00128.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00129_segmentation.tif,00129.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00130_segmentation.tif,00130.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00131_segmentation.tif,00131.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00132_segmentation.tif,00132.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00133_segmentation.tif,00133.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00134_segmentation.tif,00134.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00135_segmentation.tif,00135.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00136_segmentation.tif,00136.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00137_segmentation.tif,00137.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00138_segmentation.tif,00138.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00139_segmentation.tif,00139.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00140_segmentation.tif,00140.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00141_segmentation.tif,00141.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00142_segmentation.tif,00142.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00143_segmentation.tif,00143.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00144_segmentation.tif,00144.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00145_segmentation.tif,00145.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00146_segmentation.tif,00146.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00147_segmentation.tif,00147.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00148_segmentation.tif,00148.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00149_segmentation.tif,00149.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,Lookalike,00000_segmentation.tif,00000.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00001_segmentation.tif,00001.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00002_segmentation.tif,00002.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00003_segmentation.tif,00003.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00004_segmentation.tif,00004.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00005_segmentation.tif,00005.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00006_segmentation.tif,00006.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00007_segmentation.tif,00007.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00008_segmentation.tif,00008.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00009_segmentation.tif,00009.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00010_segmentation.tif,00010.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00011_segmentation.tif,00011.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00012_segmentation.tif,00012.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00013_segmentation.tif,00013.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00014_segmentation.tif,00014.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00015_segmentation.tif,00015.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00016_segmentation.tif,00016.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00017_segmentation.tif,00017.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00018_segmentation.tif,00018.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00019_segmentation.tif,00019.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00020_segmentation.tif,00020.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00021_segmentation.tif,00021.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00022_segmentation.tif,00022.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00023_segmentation.tif,00023.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00024_segmentation.tif,00024.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00025_segmentation.tif,00025.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00026_segmentation.tif,00026.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00027_segmentation.tif,00027.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00028_segmentation.tif,00028.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00029_segmentation.tif,00029.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00030_segmentation.tif,00030.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00031_segmentation.tif,00031.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00032_segmentation.tif,00032.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00033_segmentation.tif,00033.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00034_segmentation.tif,00034.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00035_segmentation.tif,00035.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00036_segmentation.tif,00036.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00037_segmentation.tif,00037.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00038_segmentation.tif,00038.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00039_segmentation.tif,00039.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00040_segmentation.tif,00040.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00041_segmentation.tif,00041.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00042_segmentation.tif,00042.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00043_segmentation.tif,00043.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00044_segmentation.tif,00044.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00045_segmentation.tif,00045.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00046_segmentation.tif,00046.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00047_segmentation.tif,00047.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00048_segmentation.tif,00048.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00049_segmentation.tif,00049.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00050_segmentation.tif,00050.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00051_segmentation.tif,00051.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00052_segmentation.tif,00052.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00053_segmentation.tif,00053.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00054_segmentation.tif,00054.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00055_segmentation.tif,00055.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00056_segmentation.tif,00056.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00057_segmentation.tif,00057.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00058_segmentation.tif,00058.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00059_segmentation.tif,00059.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00060_segmentation.tif,00060.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00061_segmentation.tif,00061.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00062_segmentation.tif,00062.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00063_segmentation.tif,00063.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00064_segmentation.tif,00064.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00065_segmentation.tif,00065.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00066_segmentation.tif,00066.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00067_segmentation.tif,00067.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00068_segmentation.tif,00068.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00069_segmentation.tif,00069.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00070_segmentation.tif,00070.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00071_segmentation.tif,00071.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00072_segmentation.tif,00072.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00073_segmentation.tif,00073.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00074_segmentation.tif,00074.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00075_segmentation.tif,00075.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00076_segmentation.tif,00076.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00077_segmentation.tif,00077.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00078_segmentation.tif,00078.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00079_segmentation.tif,00079.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00080_segmentation.tif,00080.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00081_segmentation.tif,00081.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00082_segmentation.tif,00082.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00083_segmentation.tif,00083.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00084_segmentation.tif,00084.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00085_segmentation.tif,00085.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00086_segmentation.tif,00086.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00087_segmentation.tif,00087.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00088_segmentation.tif,00088.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00089_segmentation.tif,00089.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00090_segmentation.tif,00090.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00091_segmentation.tif,00091.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00092_segmentation.tif,00092.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00093_segmentation.tif,00093.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00094_segmentation.tif,00094.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00095_segmentation.tif,00095.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00096_segmentation.tif,00096.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00097_segmentation.tif,00097.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00098_segmentation.tif,00098.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00099_segmentation.tif,00099.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00100_segmentation.tif,00100.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00101_segmentation.tif,00101.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00102_segmentation.tif,00102.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00103_segmentation.tif,00103.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00104_segmentation.tif,00104.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00105_segmentation.tif,00105.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00106_segmentation.tif,00106.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00107_segmentation.tif,00107.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00108_segmentation.tif,00108.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00109_segmentation.tif,00109.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00110_segmentation.tif,00110.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00111_segmentation.tif,00111.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00112_segmentation.tif,00112.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00113_segmentation.tif,00113.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00114_segmentation.tif,00114.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
nested,Lookalike,00115_segmentation.tif,00115.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_lookalike/00684.tif
